title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Architekt Systemów Informatycznych,Białystok,PL,architecture,remote,senior,53.1328811,23.1555582,2023-04-03,FALSE,FALSE,permanent,25000,30000,pln,Bazy Danych,Microservices,SOA
Architekt Systemów Informatycznych,Lublin,PL,architecture,remote,senior,51.2464536,22.5684463,2023-04-03,FALSE,FALSE,permanent,25000,30000,pln,Bazy Danych,Microservices,SOA
Architekt Systemów Informatycznych,Szczecin,PL,architecture,remote,senior,53.4330206,14.5483543,2023-04-03,FALSE,FALSE,permanent,25000,30000,pln,Bazy Danych,Microservices,SOA
BI Developer,Bielsko-Biała,PL,analytics,remote,mid,49.8223768,19.0583845,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Wałbrzych,PL,analytics,remote,mid,50.7742898,16.2700973,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Łódź,PL,analytics,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Białystok,PL,analytics,remote,mid,53.1328811,23.1555582,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Olsztyn,PL,analytics,remote,mid,53.778422,20.4801193,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Zielona Góra,PL,analytics,remote,mid,51.9356214,15.5061862,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Gorzów Wielkopolski,PL,analytics,remote,mid,52.7325285,15.2369305,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Częstochowa,PL,analytics,remote,mid,50.8131614,19.1047394,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Wrocław,PL,analytics,remote,mid,51.1124203,16.9942438,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Lublin,PL,analytics,remote,mid,51.2464536,22.5684463,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Rzeszów,PL,analytics,remote,mid,50.0411867,21.9991196,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Katowice,PL,analytics,remote,mid,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Szczecin,PL,analytics,remote,mid,53.4330206,14.5483543,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Gdańsk,PL,analytics,remote,mid,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
BI Developer,Kraków,PL,analytics,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
Programista PHP - Prestashop,Ostrów Wielkopolski,PL,php,remote,mid,51.6549856,17.8068258,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Częstochowa,PL,php,remote,mid,50.8118195,19.1203094,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Warszawa,PL,php,remote,mid,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Kraków,PL,php,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Katowice,PL,php,remote,mid,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Bydgoszcz,PL,php,remote,mid,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Poznań,PL,php,remote,mid,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Wrocław,PL,php,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Programista PHP - Prestashop,Łódź,PL,php,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,8000,14000,pln,CSS,PrestaShop,PHP
Unity Developer,Poznań,PL,game,remote,mid,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,Git,C#,Unity
Unity Developer,Łódź,PL,game,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,mandate_contract,6000,12000,pln,Git,C#,Unity
Unity Developer,Kraków,PL,game,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,Git,C#,Unity
BI Developer,Warszawa,PL,analytics,remote,mid,52.2302091,21.0113922,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
Senior Frontend Developer,Kraków,PL,javascript,remote,senior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,18000,23000,pln,TypeScript,Angular,JS
Senior Frontend Developer,Warszawa,PL,javascript,remote,senior,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,18000,23000,pln,TypeScript,Angular,JS
Senior Software Engineer (Java),Katowice,PL,java,remote,senior,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,18000,24000,pln,Maven,Spring,Java
Senior Software Engineer (Java),Wrocław,PL,java,remote,senior,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,18000,24000,pln,Maven,Spring,Java
Senior Software Engineer (Java),Gdańsk,PL,java,remote,senior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,18000,24000,pln,Maven,Spring,Java
Senior Software Engineer (Java),Kraków,PL,java,remote,senior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,18000,24000,pln,Maven,Spring,Java
Senior JavaScript Engineer (Node/React),Katowice,PL,javascript,remote,senior,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,16000,24000,pln,React,Node.js,JavaScript
Senior JavaScript Engineer (Node/React),Wrocław,PL,javascript,remote,senior,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,16000,24000,pln,React,Node.js,JavaScript
BI Developer,Toruń,PL,analytics,remote,mid,53.0137902,18.5984437,2023-04-03,TRUE,FALSE,b2b,18500,24000,pln,Microsoft Azure,SQL,Power BI
Java Developer,Warszawa,PL,java,partly_remote,mid,52.2302091,21.0113922,2023-04-03,TRUE,FALSE,b2b,16500,21000,pln,Groovy,Hibernate,Java
PHP Developer,Kąty Wrocławskie,PL,php,partly_remote,senior,51.0315242,16.7648449,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Opole,PL,php,partly_remote,senior,50.6683223,17.9230651,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Oleśnica,PL,php,partly_remote,senior,51.2134346,17.3898504,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Bielany Wrocławskie,PL,php,partly_remote,senior,51.0395332,16.9690407,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Legnica,PL,php,partly_remote,senior,51.2070067,16.1553231,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Długołęka,PL,php,partly_remote,senior,51.1767169,17.1919529,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Trzebnica,PL,php,partly_remote,senior,51.3104211,17.0632716,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Jelenia Góra,PL,php,partly_remote,senior,50.9044171,15.7193616,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Rawicz,PL,php,partly_remote,senior,51.60945,16.85863,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
PHP Developer,Wałbrzych,PL,php,partly_remote,senior,50.7840092,16.2843553,2023-04-03,FALSE,FALSE,b2b,14000,17000,pln,PHP,Git,SQL
Fullstack Developer,Rzeszów,PL,javascript,remote,senior,50.0411867,21.9991196,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Katowice,PL,javascript,remote,senior,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Bydgoszcz,PL,javascript,remote,senior,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Olsztyn,PL,javascript,remote,senior,53.778422,20.4801193,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Łódź,PL,javascript,remote,senior,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Junior Business Intelligence Developer,Mińsk Mazowiecki,PL,data,partly_remote,junior,52.1792836,21.5721057,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Fullstack Developer,Warszawa,PL,javascript,remote,senior,52.2302091,21.0113922,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Junior Business Intelligence Developer,Wyszków,PL,data,partly_remote,junior,52.5928523,21.458395,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Grodzisk Mazowiecki,PL,data,partly_remote,junior,52.1044383,20.6350923,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Fullstack Developer,Gdańsk,PL,javascript,remote,senior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Poznań,PL,javascript,remote,senior,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Fullstack Developer,Kraków,PL,javascript,remote,senior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Junior Business Intelligence Developer,Sochaczew,PL,data,partly_remote,junior,52.2293372,20.238359,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Nowy Dwór Mazowiecki,PL,data,partly_remote,junior,52.4465078,20.6925219,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Otwock,PL,data,partly_remote,junior,52.1053186,21.2616248,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Marki,PL,data,partly_remote,junior,52.3213443,21.1035662,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Pruszków,PL,data,partly_remote,junior,52.1704725,20.8118862,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Junior Business Intelligence Developer,Piaseczno,PL,data,partly_remote,junior,52.0811536,21.0238602,2023-04-03,TRUE,FALSE,b2b,9600,13600,pln,SSRS,SSIS,T-SQL
Senior Data Engineer,Kraków,PL,python,remote,senior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Kraków,PL,data,remote,senior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Poznań,PL,python,remote,senior,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Poznań,PL,data,remote,senior,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Wrocław,PL,data,remote,senior,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Gdańsk,PL,data,remote,senior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Wrocław,PL,python,remote,senior,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Senior Data Engineer,Gdańsk,PL,python,remote,senior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,23200,28800,pln,Azure,SQL,Python
Data Analyst,Poznań,PL,data,remote,junior,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,English,R,SQL
Data Analyst,Katowice,PL,data,remote,junior,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,English,R,SQL
Junior C++ Developer,Łódź,PL,c,remote,junior,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,6000,9000,pln,Linux,Qt,C++
Data Analyst,Wrocław,PL,data,remote,junior,51.111616,17.0266458,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,English,R,SQL
Data Analyst,Gdańsk,PL,data,remote,junior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,6000,12000,pln,English,R,SQL
DevOps Engineer,Łódź,PL,devops,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,15000,20000,pln,Google Cloud Platform,Amazon Web Services,GNU/Linux
IT Manager,Jelenia Góra,PL,pm,remote,mid,50.9007166,15.7325412,2023-04-03,TRUE,FALSE,permanent,18000,30000,pln,IT Support,Angielski,Office 365
Developer C# lub ASP.NET,Jelenia Góra,PL,net,remote,mid,50.9007166,15.7325412,2023-04-03,FALSE,FALSE,b2b,10000,15000,pln,Visual Studio,C#.NET,ASP.NET
Team Lead / Senior Software Engineer,Gdynia,PL,net,partly_remote,senior,54.5188898,18.5305409,2023-04-03,FALSE,FALSE,b2b,20000,27000,pln,English,REST API,.NET 6
Team Lead / Senior Software Engineer,Sopot,PL,net,partly_remote,senior,54.441581,18.5600956,2023-04-03,FALSE,FALSE,b2b,20000,27000,pln,English,REST API,.NET 6
Angular Developer,Białystok,PL,javascript,remote,mid,53.1324886,23.1688403,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Toruń,PL,javascript,remote,mid,53.0137902,18.5984437,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Szczecin,PL,javascript,remote,mid,53.4285438,14.5528116,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Rzeszów,PL,javascript,remote,mid,50.0411867,21.9991196,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Poznań,PL,javascript,remote,mid,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Opole,PL,javascript,remote,mid,50.6683223,17.9230651,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Olsztyn,PL,javascript,remote,mid,53.778422,20.4801193,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Łódź,PL,javascript,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Lublin,PL,javascript,remote,mid,51.2464536,22.5684463,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Gdańsk,PL,javascript,remote,mid,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Gorzów Wielkopolski,PL,javascript,remote,mid,52.7325285,15.2369305,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Katowice,PL,javascript,remote,mid,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Kielce,PL,javascript,remote,mid,50.8660773,20.6285677,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Warszawa,PL,javascript,remote,mid,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Bydgoszcz,PL,javascript,remote,mid,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Kraków,PL,javascript,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
QA Engineer,Poznań,PL,testing,remote,mid,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,permanent,12000,16000,pln,Test Automation,Python,Polish
QA Engineer,Kraków,PL,testing,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,permanent,12000,16000,pln,Test Automation,Python,Polish
QA Engineer,Wrocław,PL,testing,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,permanent,12000,16000,pln,Test Automation,Python,Polish
PHP Developer,Poznań,PL,php,remote,senior,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,b2b,16000,21000,pln,RabbitMQ,MySQL,PHP
Angular Developer,Zielona Góra,PL,javascript,remote,mid,51.9356214,15.5061862,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Angular Developer,Wrocław,PL,javascript,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,11500,20000,pln,JavaScript,AngularJS,TypeScript
Fullstack JavaScript Developer,Wrocław,PL,javascript,partly_remote,senior,51.1078852,17.0385376,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Gdańsk,PL,javascript,partly_remote,senior,54.3520252,18.6466384,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Żyrardów,PL,javascript,partly_remote,senior,52.048652,20.445988,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Ożarów Mazowiecki,PL,javascript,partly_remote,senior,52.2103507,20.7972326,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Python Software Engineer,Warszawa,PL,python,remote,mid,52.2302091,21.0113922,2023-04-03,TRUE,FALSE,b2b,10000,18000,pln,Django Rest Framework,Django,Python 3.x
Python Software Engineer,Kraków,PL,python,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,10000,18000,pln,Django Rest Framework,Django,Python 3.x
Python Software Engineer,Wrocław,PL,python,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,10000,18000,pln,Django Rest Framework,Django,Python 3.x
IT Hardware Asset Management Expert,Wrocław,PL,pm,remote,senior,51.1078852,17.0385376,2023-04-03,FALSE,FALSE,b2b,25600,32000,pln,MS Excel,Product Management,Hardware Asset Management
ETL / Data Engineer - Remote,Kraków,PL,data,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,14000,22000,pln,Data Engineering,ETL,SQL
ETL / Data Engineer - Remote,Gdańsk,PL,data,remote,mid,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,14000,22000,pln,Data Engineering,ETL,SQL
ETL / Data Engineer - Remote,Poznań,PL,data,remote,mid,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,b2b,14000,22000,pln,Data Engineering,ETL,SQL
ETL DEVELOPER,Katowice,PL,data,remote,mid,50.2648919,19.0237815,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Warszawa,PL,data,remote,mid,52.2302091,21.0113922,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Poznań,PL,data,remote,mid,52.4093634,16.9317991,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Gdańsk,PL,data,remote,mid,54.3520252,18.6466384,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Wrocław,PL,data,remote,mid,51.1078852,17.0385376,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Zielona Góra,PL,data,remote,mid,51.9356214,15.5061862,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Bydgoszcz,PL,data,remote,mid,53.1234804,18.0084378,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Kraków,PL,data,remote,mid,50.0646501,19.9449799,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
ETL DEVELOPER,Olsztyn,PL,data,remote,mid,53.778422,20.4801193,2023-04-03,FALSE,FALSE,b2b,10000,20000,pln,DB2,DWH,ETL tools
Project Manager E-commerce,Częstochowa,PL,pm,remote,mid,50.8118195,19.1203094,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Ostrów Wielkopolski,PL,pm,remote,mid,51.6549856,17.8068258,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Katowice,PL,pm,remote,mid,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Warszawa,PL,pm,remote,mid,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Kraków,PL,pm,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Poznań,PL,pm,remote,mid,52.406374,16.9251681,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Bydgoszcz,PL,pm,remote,mid,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Łódź,PL,pm,remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Project Manager E-commerce,Wrocław,PL,pm,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,E-commerce,Project Management,PM
Junior QA Engineer (back-end team),Bydgoszcz,PL,javascript,remote,junior,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,b2b,7000,11000,pln,JavaScript,CSS,HTML
Junior QA Engineer (back-end team),Toruń,PL,javascript,remote,junior,53.0137902,18.5984437,2023-04-03,TRUE,FALSE,permanent,7000,11000,pln,JavaScript,CSS,HTML
Junior QA Engineer (back-end team),Wrocław,PL,javascript,remote,junior,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,7000,11000,pln,JavaScript,CSS,HTML
Junior QA Engineer (back-end team),Kraków,PL,javascript,remote,junior,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,permanent,7000,11000,pln,JavaScript,CSS,HTML
Junior QA Engineer (back-end team),Poznań,PL,javascript,remote,junior,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,b2b,7000,11000,pln,JavaScript,CSS,HTML
Regular JavaScript Fullstack Developer,Gliwice,PL,javascript,remote,mid,50.2934057,18.6629247,2023-04-03,TRUE,FALSE,b2b,16000,21000,pln,Node.js,React,English
Senior JavaScript Fullstack Developer,Wrocław,PL,javascript,remote,senior,51.1082684,17.0352348,2023-04-03,TRUE,FALSE,b2b,22700,28000,pln,Node,React,JavaScript
Product Security Engineer,Kraków,PL,security,remote,mid,50.0646501,19.9449799,2023-04-03,TRUE,FALSE,b2b,16000,20000,pln,threat modeling,Security testing tools,Security
Data Engineer,Warszawa,PL,data,remote,mid,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,17000,25000,pln,Airflow,SQL,Python
Product Security Engineer,Wrocław,PL,security,remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,b2b,16000,20000,pln,threat modeling,Security testing tools,Security
Product Security Engineer,Warszawa,PL,security,remote,mid,52.2296756,21.0122287,2023-04-03,TRUE,FALSE,b2b,16000,20000,pln,threat modeling,Security testing tools,Security
IT Operation Network Specialist,Bydgoszcz,PL,admin,partly_remote,mid,53.1234804,18.0084378,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Szczecin,PL,admin,partly_remote,mid,53.4330206,14.5483543,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Białystok,PL,admin,partly_remote,mid,53.1328811,23.1555582,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Olsztyn,PL,admin,partly_remote,mid,53.778422,20.4801193,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Warszawa,PL,admin,partly_remote,mid,52.2302091,21.0113922,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
Fullstack JavaScript Developer,Legionowo,PL,javascript,partly_remote,senior,52.4044483,20.9499697,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Grójec,PL,javascript,partly_remote,senior,51.8655118,20.8666034,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Kraków,PL,javascript,partly_remote,senior,50.0646501,19.9449799,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Otwock,PL,javascript,partly_remote,senior,52.1053186,21.2616248,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
IT Operation Network Specialist,Łódź,PL,admin,partly_remote,mid,51.7592485,19.4559833,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
Fullstack JavaScript Developer,Pruszków,PL,javascript,partly_remote,senior,52.1704725,20.8118862,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Czerwińsk nad Wisłą,PL,javascript,partly_remote,senior,52.3978795,20.3094784,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Skierniewice,PL,javascript,partly_remote,senior,51.9547169,20.1583303,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
